## GRBname 	 Trig_ID 	 15_150kev 	 Exposure_time 	bestmodel
GRB050724 	147478	1.01E-06	107.2	
GRB050721 	146970	3.98E-06	153.2	
GRB050717 	146372	6.34E-06	209.2	
GRB050716 	146227	6.33E-06	90.06	
GRB050715 	146129	1.75E-06	207	
GRB050714B	145994	6.30E-07	54.76	
GRB050713B	145754	4.35E-06	177.4	
GRB050713A	145675	5.13E-06	190.7	
GRB050712 	145581	1.09E-06	60.57	
GRB050701 	143708	1.36E-06	33.14	
GRB050607 	132247	6.11E-07	48	
GRB050603 	131560	8.21E-06	41	
GRB050528 	130679	4.43E-07	13.1	
GRB050525A	130088	1.56E-05	12.8	
GRB050509B	118749	7.13E-09	0.028	
GRB050509A	118707	3.38E-07	13.04	
GRB050507 	118248	3.10E-07	18	
GRB050505 	117504	2.49E-06	62.57	
GRB050502B	116116	4.72E-07	20.49	
GRB050422 	115214	6.06E-07	80	
GRB050421 	115135	9.29E-08	8.696	
GRB050418 	114893	5.23E-06	88.91	
GRB050416B	114797	1.15E-06	4.124	
GRB050416A	114753	4.13E-07	9.452	
GRB050412 	114485	6.50E-07	32.19	
GRB050410 	114299	4.56E-06	64	
GRB050406 	113872	7.77E-08	6.4	
GRB050401 	113120	8.09E-06	33.71	
GRB050326 	112453	8.84E-06	42.26	
GRB050319 	111622	1.33E-06	161.9	
GRB050318 	111529	1.14E-06	30.34	
GRB050315 	111063	3.17E-06	125.2	
GRB050306 	107547	1.16E-05	191.2	
GRB050223 	106709	6.48E-07	28.58	
GRB050219B	106442	1.61E-05	74.16	
GRB050219A	106415	4.27E-06	36.21	
GRB050215B	106107	2.35E-07	15.44	
GRB050215A	106106	6.39E-07	71.39	
GRB050202 	104298	3.12E-08	0.128	
GRB050128 	103906	5.21E-06	33	
GRB050126 	103780	8.85E-07	48	
GRB050124 	103647	1.22E-06	6.964	
GRB050117 	102861	8.90E-06	211.6	
GRB041228 	100970	3.56E-06	73.44	
GRB041226 	100815	1.45E-07	9.2	
GRB041224 	100703	9.00E-06	225.6	
GRB041223 	100585	1.70E-05	156.5	
GRB041220 	100433	3.66E-07	7.02	
GRB041219C	100380	1.14E-06	12	
GRB041219B	100368	2.80E-07	28.8	
GRB041219A	100307	 N/A 	 N/A 	
GRB041217 	100116	2.81E-06	7.064	
