## GRBname 	 Trig_ID 	 15_150kev 	 Exposure_time 	bestmodel
GRB070508 	278854	2.00E-05	48.74	#N/A
GRB070506 	278693	2.07E-07	7.4	#N/A
GRB070429B	277582	6.18E-08	0.536	 PL
GRB070429A	277571	7.81E-07	194	 PL
GRB070427 	277356	 N/A 	13.87	#N/A
GRB070420 	276321	1.42E-05	129.4	#N/A
GRB070419B	276212	7.45E-06	324.1	 PL
GRB070419A	276205	5.82E-07	192	 PL
GRB070412 	275119	4.24E-07	35.74	#N/A
GRB070411 	275087	2.72E-06	157.4	#N/A
GRB070406 	274153	3.23E-08	1.28	#N/A
GRB070330 	273180	1.67E-07	7.12	#N/A
GRB070328 	272773	9.12E-06	141.1	#N/A
GRB070326 	271019007	6.97E-07	22	#N/A
GRB070318 	271019	2.60E-06	172.5	#N/A
GRB070306 	263361	5.46E-06	304.1	#N/A
GRB070227 	262347	 N/A 	 N/A 	#N/A
GRB070224 	261880	3.38E-07	64	#N/A
GRB070223 	261664	1.70E-06	144	#N/A
GRB070220 	261299	1.05E-05	256.2	#N/A
GRB070219 	261132	2.81E-07	21	#N/A
GRB070209 	259803	2.16E-08	0.084	#N/A
GRB070208 	259714	5.08E-07	64	#N/A
GRB070129 	258408	2.88E-06	504.5	#N/A
GRB070126 	257741	1.17E-07	64	#N/A
GRB070125 	  N/A 	 N/A 	 N/A 	#N/A
GRB070110 	255445	1.65E-06	110.9	#N/A
GRB070107 	255029	5.40E-06	485.8	#N/A
GRB070103 	254532	3.03E-07	19.52	#N/A
GRB061222B	252593	2.15E-06	49.78	 PL
GRB061222A	252588	8.49E-06	216	 PL
GRB061218 	251863	3.60E-08	4.096	#N/A
GRB061217 	251634	4.30E-08	0.256	#N/A
GRB061210 	243690	1.10E-06	89.4	#N/A
GRB061202 	241963	3.42E-06	148.3	#N/A
GRB061201 	241840	3.42E-07	0.852	#N/A
GRB061126 	240766	6.64E-06	95.42	#N/A
GRB061121 	239899	1.39E-05	122.1	#N/A
GRB061110B	238174	1.34E-06	149.2	 PL
GRB061110A	238108	1.12E-06	53.68	 PL
GRB061102 	236430	2.77E-07	49.8	#N/A
GRB061028 	235715	9.63E-07	119.4	#N/A
GRB061027 	235645	2.40E-07	64	#N/A
GRB061021 	234905	3.02E-06	64.97	#N/A
GRB061019 	234516	2.27E-06	184.4	#N/A
GRB061007 	232683	4.50E-05	252.3	#N/A
GRB061006 	232585	1.43E-06	161	#N/A
GRB061004 	232339	5.48E-07	7.872	#N/A
GRB061002 	231974	6.96E-07	19.22	#N/A
GRB060929 	231702	7.38E-07	560.8	#N/A
GRB060927 	231362	1.12E-06	24.74	#N/A
GRB060926 	231231	 N/A 	10.23	#N/A
GRB060923C	230711	1.39E-06	79.79	 PL
GRB060923B	230702	 N/A 	9.956	 PL
GRB060923A	230662	8.73E-07	63.72	 N/A
GRB060919 	230115	4.99E-07	9.948	#N/A
GRB060912A	229185	1.36E-06	6.676	 PL
GRB060908 	228581	2.81E-06	28.49	#N/A
GRB060906 	228316	2.20E-06	50.1	#N/A
GRB060904B	228006	1.64E-06	214.2	 PL
GRB060904A	227996	7.83E-06	133.6	 PL
GRB060825 	226382	9.55E-07	10.62	#N/A
GRB060814 	224552	1.47E-05	230	#N/A
GRB060813 	224364	5.54E-06	36.44	#N/A
GRB060807 	223217	8.53E-07	66.53	#N/A
GRB060805A	222683	5.53E-08	5.744	 PL
GRB060804 	222546	4.37E-07	19.61	#N/A
GRB060801 	222154	7.84E-08	0.548	#N/A
GRB060729 	221755	2.59E-06	127.6	#N/A
GRB060728 	221627	1.96E-07	64	#N/A
GRB060719 	220020	1.50E-06	84.96	#N/A
GRB060717 	219646	5.75E-08	3	#N/A
GRB060714 	219101	2.77E-06	134.2	#N/A
GRB060712 	218582	1.42E-06	38.14	#N/A
GRB060708 	217805	4.80E-07	14.44	#N/A
GRB060707 	217704	1.58E-06	74.4	#N/A
GRB060614 	214805	1.88E-05	180.6	#N/A
GRB060607B	213934	1.03E-06	37.85	 PL
GRB060607A	213823	2.51E-06	125.9	 PL
GRB060605 	213630	6.63E-07	85.28	#N/A
GRB060604 	213486	3.79E-07	96	#N/A
GRB060602A	213180	1.58E-06	82.62	 PL
GRB060526 	211957	1.22E-06	310.5	#N/A
GRB060522 	211117	1.04E-06	77.16	#N/A
GRB060516 	210254	7.46E-07	144	#N/A
GRB060515 	210084	1.40E-06	57.28	#N/A
GRB060512 	209755	 N/A 	9.288	#N/A
GRB060510B	209352	3.91E-06	300.4	 PL
GRB060510A	209351	 N/A 	 N/A 	 N/A
GRB060507 	208870	3.99E-06	203.4	#N/A
GRB060505 	208654	7.67E-07	7	#N/A
GRB060502B	208275	4.67E-08	0.176	 PL
GRB060502A	208169	2.29E-06	44.63	 PL
GRB060501 	208050	1.39E-06	40.27	#N/A
GRB060428B	207399	7.12E-07	128	 PL
GRB060428A	207364	1.36E-06	49.77	 PL
GRB060427 	207281	4.71E-07	71	#N/A
GRB060424 	206773	6.56E-07	40.94	#N/A
GRB060421 	206257	1.22E-06	19.67	#N/A
GRB060418 	205851	8.31E-06	219.1	#N/A
GRB060413 	205096	3.52E-06	217	#N/A
GRB060403 	203755	1.33E-06	39.34	#N/A
GRB060323 	202505	6.32E-07	29.6	#N/A
GRB060322 	202442	5.22E-06	319.8	#N/A
GRB060319 	202035	 N/A 	12.43	#N/A
GRB060313 	201487	1.14E-06	0.884	#N/A
GRB060312 	201391	1.84E-06	58.7	#N/A
GRB060306 	200638	2.05E-06	68.27	#N/A
GRB060223B	192152	8.43E-07	12.52	 PL
GRB060223A	192059	6.39E-07	12.96	 PL
GRB060219 	191512	4.36E-07	65.31	#N/A
GRB060218 	191157	1.62E-06	359.6	#N/A
GRB060211B	181156	4.32E-07	29.76	 PL
GRB060211A	181126	1.58E-06	146.4	 CPL
GRB060210 	180977	7.56E-06	368	#N/A
GRB060206 	180455	8.42E-07	14.26	#N/A
GRB060204B	180241	2.93E-06	195	 CPL
GRB060203 	180151	9.05E-07	77.9	#N/A
GRB060202 	179968	2.25E-06	217	#N/A
GRB060124 	178750	4.61E-07	14.75	#N/A
GRB060123 	  N/A 	 N/A 	 N/A 	#N/A
GRB060117 	177666	 N/A 	28.26	#N/A
GRB060116 	177533	2.33E-06	114.4	#N/A
GRB060115 	177408	1.71E-06	159	#N/A
GRB060111B	176918	1.63E-06	63.72	 PL
GRB060111A	176818	1.20E-06	18.23	 CPL
GRB060110 	176702	1.50E-06	28.15	#N/A
GRB060109 	176620	6.21E-07	128.7	#N/A
GRB060108 	176453	3.72E-07	17.25	#N/A
GRB060105 	175942	1.82E-05	87.59	#N/A
GRB060102 	175603	2.33E-07	23	#N/A
GRB051227 	174738	7.09E-07	123.6	#N/A
GRB051221B	173904	9.64E-07	49.58	 PL
GRB051221A	173780	1.16E-06	2.124	 PL
GRB051213 	172516	7.36E-07	77.31	#N/A
GRB051210 	171931	8.50E-08	1.46	#N/A
GRB051117B	164279	1.64E-07	9.608	 N/A
GRB051117A	164268	4.30E-06	186.1	 PL
GRB051114 	163844	1.10E-07	3	#N/A
GRB051113 	163765	2.55E-06	98.08	#N/A
GRB051111 	163438	4.22E-06	96	#N/A
GRB051109B	163170	2.28E-07	18.96	 PL
GRB051109A	163136	2.09E-06	44.3	 PL
GRB051105A	162580	1.64E-08	0.068	 PL
GRB051021B	160672	8.19E-07	59.33	 CPL
GRB051016B	159994	 N/A 	4.504	 N/A
GRB051016A	159913	8.27E-07	23	 PL
GRB051012 	159413	2.50E-07	12.8	#N/A
GRB051008 	158855	5.08E-06	38.26	#N/A
GRB051006 	158593	1.35E-06	40.94	#N/A
GRB051001 	157870	1.69E-06	224.7	#N/A
GRB050925 	156838	 N/A 	0.104	#N/A
GRB050922C	156467	1.60E-06	6.8	 PL
GRB050922B	156434	2.30E-06	249.2	 PL
GRB050916 	155408	1.05E-06	98.23	#N/A
GRB050915B	155284	3.40E-06	66.04	 CPL
GRB050915A	155242	8.13E-07	65.98	 N/A
GRB050911 	154630	3.19E-07	16.96	#N/A
GRB050908 	154112	4.42E-07	22.66	#N/A
GRB050906 	153866	5.92E-09	0.064	#N/A
GRB050904 	153514	5.17E-06	230.5	#N/A
GRB050827 	152325	2.09E-06	67.31	#N/A
GRB050826 	152113	4.19E-07	39.79	#N/A
GRB050824 	151905	2.56E-07	27.15	#N/A
GRB050822 	151486	2.35E-06	135.2	#N/A
GRB050820B	151334	2.05E-06	15.33	 CPL
GRB050820A	151207	3.86E-06	261.4	 PL
GRB050819 	151131	3.05E-07	47.3	#N/A
GRB050815 	150532	8.18E-08	3.452	#N/A
GRB050814 	150314	1.79E-06	180	#N/A
GRB050813 	150139	3.51E-08	0.436	#N/A
GRB050803 	148833	2.17E-06	105.5	#N/A
GRB050802 	148646	2.19E-06	33.47	#N/A
GRB050801 	148522	3.11E-07	25.64	#N/A
GRB050730 	148225	2.37E-06	177.8	#N/A
GRB050726 	147788	1.93E-06	56.46	#N/A
GRB050724 	147478	8.90E-07	107.2	#N/A
GRB050721 	146970	3.74E-06	153.2	#N/A
GRB050717 	146372	6.37E-06	209.2	#N/A
GRB050716 	146227	6.15E-06	90.06	#N/A
GRB050715 	146129	1.78E-06	207	#N/A
GRB050714B	145994	5.50E-07	54.76	 PL
GRB050713B	145754	4.26E-06	177.4	 PL
GRB050713A	145675	5.08E-06	190.7	 PL
GRB050712 	145581	1.09E-06	60.57	#N/A
GRB050701 	143708	1.35E-06	33.14	#N/A
GRB050607 	132247	6.03E-07	48	#N/A
GRB050603 	131560	8.19E-06	41	#N/A
GRB050528 	130679	 N/A 	13.1	#N/A
GRB050525A	130088	1.51E-05	12.8	 CPL
GRB050509B	118749	5.85E-09	0.028	 PL
GRB050509A	118707	3.35E-07	13.04	 PL
GRB050507 	118248	2.73E-07	18	#N/A
GRB050505 	117504	2.45E-06	62.57	#N/A
GRB050502B	116116	4.51E-07	20.49	 PL
GRB050422 	115214	5.75E-07	80	#N/A
GRB050421 	115135	8.44E-08	8.696	#N/A
GRB050418 	114893	5.10E-06	88.91	#N/A
GRB050416B	114797	1.11E-06	4.124	 CPL
GRB050416A	114753	3.74E-07	9.452	 PL
GRB050412 	114485	6.51E-07	32.19	#N/A
GRB050410 	114299	4.35E-06	64	#N/A
GRB050406 	113872	6.70E-08	6.4	#N/A
GRB050401 	113120	8.04E-06	33.71	#N/A
GRB050326 	112453	8.80E-06	42.26	#N/A
GRB050319 	111622	1.29E-06	161.9	#N/A
GRB050318 	111529	1.04E-06	30.34	#N/A
GRB050315 	111063	3.08E-06	125.2	#N/A
GRB050306 	107547	1.14E-05	191.2	#N/A
GRB050223 	106709	6.27E-07	28.58	#N/A
GRB050219B	106442	1.58E-05	74.16	 CPL
GRB050219A	106415	4.08E-06	36.21	 CPL
GRB050215B	106107	2.25E-07	15.44	 PL
GRB050215A	106106	6.41E-07	71.39	 PL
GRB050202 	104298	2.95E-08	0.128	#N/A
GRB050128 	103906	5.11E-06	33	#N/A
GRB050126 	103780	8.40E-07	48	#N/A
GRB050124 	103647	1.18E-06	6.964	#N/A
GRB050117 	102861	8.66E-06	211.6	#N/A
GRB041228 	100970	3.57E-06	73.44	#N/A
GRB041226 	100815	1.46E-07	9.2	#N/A
GRB041224 	100703	8.55E-06	225.6	#N/A
GRB041223 	100585	1.69E-05	156.5	#N/A
GRB041220 	100433	3.61E-07	7.02	#N/A
GRB041219C	100380	 N/A 	12	 PL
GRB041219B	100368	2.62E-07	28.8	 PL
GRB041219A	100307	 N/A 	 N/A 	 N/A
GRB041217 	100116	2.69E-06	7.064	#N/A
